articulograph,position,trial,sensor,coordinate,SD
VOX,p16,t1,s4,Qz,0.0033
VOX,p16,t1,s5,Qz,0.0166
VOX,p16,t1,s6,Qz,0.0037
VOX,p16,t1,s7,Qz,0.0074
VOX,p16,t1,s8,Qz,0.0048
WAVE,p16,t1,s1,pitch,0.002
WAVE,p16,t1,s2,pitch,0.002
WAVE,p16,t1,s3,pitch,0.0039
WAVE,p16,t1,s4,pitch,0.0029
WAVE,p16,t1,s5,pitch,0.0016
WAVE,p16,t1,s6,pitch,0.0041
WAVE,p16,t1,s7,pitch,0.0028
WAVE,p16,t1,s8,pitch,0.0051
VOX,p16,t1,s1,pitch,0.0025
VOX,p16,t1,s2,pitch,0.0031
VOX,p16,t1,s3,pitch,0.0024
VOX,p16,t1,s4,pitch,0.0023
VOX,p16,t1,s5,pitch,0.0155
VOX,p16,t1,s6,pitch,0.002
VOX,p16,t1,s7,pitch,0.014
VOX,p16,t1,s8,pitch,0.0034
WAVE,p16,t1,s1,yaw,0.0025
WAVE,p16,t1,s2,yaw,0.0019
WAVE,p16,t1,s3,yaw,0.0459
WAVE,p16,t1,s4,yaw,0.1196
WAVE,p16,t1,s5,yaw,0.0098
WAVE,p16,t1,s6,yaw,0.006
WAVE,p16,t1,s7,yaw,0.0032
WAVE,p16,t1,s8,yaw,0.0063
VOX,p16,t1,s1,yaw,0.0584
VOX,p16,t1,s2,yaw,0.0001
VOX,p16,t1,s3,yaw,0.042
VOX,p16,t1,s4,yaw,0.0001
VOX,p16,t1,s5,yaw,0.0907
VOX,p16,t1,s6,yaw,0
VOX,p16,t1,s7,yaw,0.2108
VOX,p16,t1,s8,yaw,0.0002
WAVE,p1,t2,s1,Qx,0.016
WAVE,p1,t2,s2,Qx,0.0258
WAVE,p1,t2,s3,Qx,0.0104
WAVE,p1,t2,s4,Qx,0.0054
WAVE,p1,t2,s5,Qx,0.0086
WAVE,p1,t2,s6,Qx,0.0131
WAVE,p1,t2,s7,Qx,0.0634
WAVE,p1,t2,s8,Qx,0.0381
VOX,p1,t2,s1,Qx,0.0351
VOX,p1,t2,s2,Qx,0.0032
VOX,p1,t2,s3,Qx,0.0134
VOX,p1,t2,s4,Qx,0.0022
VOX,p1,t2,s5,Qx,0.0016
VOX,p1,t2,s6,Qx,0.0031
VOX,p1,t2,s7,Qx,0.0024
VOX,p1,t2,s8,Qx,0.0041
WAVE,p1,t2,s1,Qy,0.0472
WAVE,p1,t2,s2,Qy,0.0109
WAVE,p1,t2,s3,Qy,0.0268
WAVE,p1,t2,s4,Qy,0.0253
WAVE,p1,t2,s5,Qy,0.0376
WAVE,p1,t2,s6,Qy,0.0219
WAVE,p1,t2,s7,Qy,0.0266
WAVE,p1,t2,s8,Qy,0.0224
VOX,p1,t2,s1,Qy,0.013
VOX,p1,t2,s2,Qy,0.0027
VOX,p1,t2,s3,Qy,0.0152
VOX,p1,t2,s4,Qy,0.0024
VOX,p1,t2,s5,Qy,0.0016
VOX,p1,t2,s6,Qy,0.0027
VOX,p1,t2,s7,Qy,0.003
VOX,p1,t2,s8,Qy,0.0066
WAVE,p1,t2,s1,Qz,0.0262
WAVE,p1,t2,s2,Qz,0.0306
WAVE,p1,t2,s3,Qz,0.0168
WAVE,p1,t2,s4,Qz,0.0159
WAVE,p1,t2,s5,Qz,0.0173
WAVE,p1,t2,s6,Qz,0.012
WAVE,p1,t2,s7,Qz,0.0314
WAVE,p1,t2,s8,Qz,0.0163
VOX,p1,t2,s1,Qz,0.0139
VOX,p1,t2,s2,Qz,0.0026
VOX,p1,t2,s3,Qz,0.0185
VOX,p1,t2,s4,Qz,0.0023
VOX,p1,t2,s5,Qz,0.0014
VOX,p1,t2,s6,Qz,0.0019
VOX,p1,t2,s7,Qz,0.0022
VOX,p1,t2,s8,Qz,0.0056
WAVE,p1,t2,s1,pitch,0.0073
WAVE,p1,t2,s2,pitch,0.0095
WAVE,p1,t2,s3,pitch,0.0049
WAVE,p1,t2,s4,pitch,0.0044
WAVE,p1,t2,s5,pitch,0.0062
WAVE,p1,t2,s6,pitch,0.0061
WAVE,p1,t2,s7,pitch,0.016
WAVE,p1,t2,s8,pitch,0.0065
VOX,p1,t2,s1,pitch,0.0233
VOX,p1,t2,s2,pitch,0.0026
VOX,p1,t2,s3,pitch,0.0127
VOX,p1,t2,s4,pitch,0.0021
VOX,p1,t2,s5,pitch,0.0017
VOX,p1,t2,s6,pitch,0.0028
VOX,p1,t2,s7,pitch,0.0023
VOX,p1,t2,s8,pitch,0.0041
WAVE,p1,t2,s1,yaw,0.0218
WAVE,p1,t2,s2,yaw,0.0123
WAVE,p1,t2,s3,yaw,0.1091
WAVE,p1,t2,s4,yaw,0.0382
WAVE,p1,t2,s5,yaw,0.0346
WAVE,p1,t2,s6,yaw,0.0172
WAVE,p1,t2,s7,yaw,0.0067
WAVE,p1,t2,s8,yaw,0.0044
VOX,p1,t2,s1,yaw,0.5835
VOX,p1,t2,s2,yaw,0.0001
VOX,p1,t2,s3,yaw,0.1837
VOX,p1,t2,s4,yaw,0.0001
VOX,p1,t2,s5,yaw,0.0683
VOX,p1,t2,s6,yaw,0
VOX,p1,t2,s7,yaw,0.0398
VOX,p1,t2,s8,yaw,0.0004
WAVE,p2,t2,s1,Qx,0.0174
WAVE,p2,t2,s2,Qx,0.051
WAVE,p2,t2,s3,Qx,0.0114
WAVE,p2,t2,s4,Qx,0.0149
WAVE,p2,t2,s5,Qx,0.0104
WAVE,p2,t2,s6,Qx,0.0275
WAVE,p2,t2,s7,Qx,0.0518
WAVE,p2,t2,s8,Qx,0.0609
VOX,p2,t2,s1,Qx,0.0059
VOX,p2,t2,s2,Qx,0.0052
VOX,p2,t2,s3,Qx,0.004
VOX,p2,t2,s4,Qx,0.0043
VOX,p2,t2,s5,Qx,0.0028
VOX,p2,t2,s6,Qx,0.0054
VOX,p2,t2,s7,Qx,0.0049
VOX,p2,t2,s8,Qx,0.0077
WAVE,p2,t2,s1,Qy,0.042
WAVE,p2,t2,s2,Qy,0.027
WAVE,p2,t2,s3,Qy,0.0288
WAVE,p2,t2,s4,Qy,0.0477
WAVE,p2,t2,s5,Qy,0.0362
WAVE,p2,t2,s6,Qy,0.0422
WAVE,p2,t2,s7,Qy,0.0253
WAVE,p2,t2,s8,Qy,0.0436
VOX,p2,t2,s1,Qy,0.0042
VOX,p2,t2,s2,Qy,0.0059
VOX,p2,t2,s3,Qy,0.0045
VOX,p2,t2,s4,Qy,0.0053
VOX,p2,t2,s5,Qy,0.0035
VOX,p2,t2,s6,Qy,0.0066
VOX,p2,t2,s7,Qy,0.0066
VOX,p2,t2,s8,Qy,0.013
WAVE,p2,t2,s1,Qz,0.0397
WAVE,p2,t2,s2,Qz,0.0517
WAVE,p2,t2,s3,Qz,0.0245
WAVE,p2,t2,s4,Qz,0.0381
WAVE,p2,t2,s5,Qz,0.0189
WAVE,p2,t2,s6,Qz,0.0253
WAVE,p2,t2,s7,Qz,0.0255
WAVE,p2,t2,s8,Qz,0.0352
VOX,p2,t2,s1,Qz,0.0028
VOX,p2,t2,s2,Qz,0.0041
VOX,p2,t2,s3,Qz,0.0039
VOX,p2,t2,s4,Qz,0.0039
VOX,p2,t2,s5,Qz,0.0027
VOX,p2,t2,s6,Qz,0.0042
VOX,p2,t2,s7,Qz,0.0041
VOX,p2,t2,s8,Qz,0.0085
WAVE,p2,t2,s1,pitch,0.0055
WAVE,p2,t2,s2,pitch,0.0138
WAVE,p2,t2,s3,pitch,0.0044
WAVE,p2,t2,s4,pitch,0.0072
WAVE,p2,t2,s5,pitch,0.0051
WAVE,p2,t2,s6,pitch,0.0109
WAVE,p2,t2,s7,pitch,0.0101
WAVE,p2,t2,s8,pitch,0.0091
VOX,p2,t2,s1,pitch,0.0041
VOX,p2,t2,s2,pitch,0.0039
VOX,p2,t2,s3,pitch,0.0033
VOX,p2,t2,s4,pitch,0.0032
VOX,p2,t2,s5,pitch,0.0026
VOX,p2,t2,s6,pitch,0.0041
VOX,p2,t2,s7,pitch,0.004
VOX,p2,t2,s8,pitch,0.0061
WAVE,p2,t2,s1,yaw,0.0153
WAVE,p2,t2,s2,yaw,0.0176
WAVE,p2,t2,s3,yaw,0.0981
WAVE,p2,t2,s4,yaw,0.0886
WAVE,p2,t2,s5,yaw,0.0297
WAVE,p2,t2,s6,yaw,0.0271
WAVE,p2,t2,s7,yaw,0.0061
WAVE,p2,t2,s8,yaw,0.0074
VOX,p2,t2,s1,yaw,0.102
VOX,p2,t2,s2,yaw,0.0001
VOX,p2,t2,s3,yaw,0.0494
VOX,p2,t2,s4,yaw,0.0001
VOX,p2,t2,s5,yaw,0.0964
VOX,p2,t2,s6,yaw,0.0001
VOX,p2,t2,s7,yaw,0.075
VOX,p2,t2,s8,yaw,0.0005
WAVE,p3,t2,s1,Qx,0.0407
WAVE,p3,t2,s2,Qx,0.0956
WAVE,p3,t2,s3,Qx,0.031
WAVE,p3,t2,s4,Qx,0.0425
WAVE,p3,t2,s5,Qx,0.0303
WAVE,p3,t2,s6,Qx,0.0711
WAVE,p3,t2,s7,Qx,0.0933
WAVE,p3,t2,s8,Qx,0.121
VOX,p3,t2,s1,Qx,0.0105
VOX,p3,t2,s2,Qx,0.0103
VOX,p3,t2,s3,Qx,0.0094
VOX,p3,t2,s4,Qx,0.0105
VOX,p3,t2,s5,Qx,0.007
VOX,p3,t2,s6,Qx,0.0109
VOX,p3,t2,s7,Qx,0.0093
VOX,p3,t2,s8,Qx,0.0158
WAVE,p3,t2,s1,Qy,0.0716
WAVE,p3,t2,s2,Qy,0.0766
WAVE,p3,t2,s3,Qy,0.0644
WAVE,p3,t2,s4,Qy,0.1017
WAVE,p3,t2,s5,Qy,0.0762
WAVE,p3,t2,s6,Qy,0.0869
WAVE,p3,t2,s7,Qy,0.0559
WAVE,p3,t2,s8,Qy,0.0989
VOX,p3,t2,s1,Qy,0.0087
VOX,p3,t2,s2,Qy,0.0116
VOX,p3,t2,s3,Qy,0.0105
VOX,p3,t2,s4,Qy,0.013
VOX,p3,t2,s5,Qy,0.0093
VOX,p3,t2,s6,Qy,0.0149
VOX,p3,t2,s7,Qy,0.0146
VOX,p3,t2,s8,Qy,0.0233
WAVE,p3,t2,s1,Qz,0.1013
WAVE,p3,t2,s2,Qz,0.0988
WAVE,p3,t2,s3,Qz,0.0633
WAVE,p3,t2,s4,Qz,0.0863
WAVE,p3,t2,s5,Qz,0.0544
WAVE,p3,t2,s6,Qz,0.0679
WAVE,p3,t2,s7,Qz,0.0481
WAVE,p3,t2,s8,Qz,0.0892
VOX,p3,t2,s1,Qz,0.0059
VOX,p3,t2,s2,Qz,0.0082
VOX,p3,t2,s3,Qz,0.0075
VOX,p3,t2,s4,Qz,0.0084
VOX,p3,t2,s5,Qz,0.0056
VOX,p3,t2,s6,Qz,0.0089
VOX,p3,t2,s7,Qz,0.0078
VOX,p3,t2,s8,Qz,0.0119
WAVE,p3,t2,s1,pitch,0.0108
WAVE,p3,t2,s2,pitch,0.019
WAVE,p3,t2,s3,pitch,0.0089
WAVE,p3,t2,s4,pitch,0.0121
WAVE,p3,t2,s5,pitch,0.0105
WAVE,p3,t2,s6,pitch,0.0213
WAVE,p3,t2,s7,pitch,0.0145
WAVE,p3,t2,s8,pitch,0.0136
VOX,p3,t2,s1,pitch,0.0061
VOX,p3,t2,s2,pitch,0.0063
VOX,p3,t2,s3,pitch,0.0061
VOX,p3,t2,s4,pitch,0.0068
VOX,p3,t2,s5,pitch,0.0047
VOX,p3,t2,s6,pitch,0.0069
VOX,p3,t2,s7,pitch,0.0062
VOX,p3,t2,s8,pitch,0.0103
WAVE,p3,t2,s1,yaw,0.0236
WAVE,p3,t2,s2,yaw,0.0244
WAVE,p3,t2,s3,yaw,0.1504
WAVE,p3,t2,s4,yaw,0.2178
WAVE,p3,t2,s5,yaw,0.0575
WAVE,p3,t2,s6,yaw,0.0517
WAVE,p3,t2,s7,yaw,0.0102
WAVE,p3,t2,s8,yaw,0.0129
VOX,p3,t2,s1,yaw,0.1405
VOX,p3,t2,s2,yaw,0.0002
VOX,p3,t2,s3,yaw,0.0969
VOX,p3,t2,s4,yaw,0.0002
VOX,p3,t2,s5,yaw,0.1457
VOX,p3,t2,s6,yaw,0.0002
VOX,p3,t2,s7,yaw,0.1312
VOX,p3,t2,s8,yaw,0.0008
WAVE,p4,t2,s1,Qx,0.094
WAVE,p4,t2,s2,Qx,0.219
WAVE,p4,t2,s3,Qx,0.0774
WAVE,p4,t2,s4,Qx,0.1129
WAVE,p4,t2,s5,Qx,0.076
WAVE,p4,t2,s6,Qx,0.1433
WAVE,p4,t2,s7,Qx,0.1918
WAVE,p4,t2,s8,Qx,0.2422
VOX,p4,t2,s1,Qx,0.0183
VOX,p4,t2,s2,Qx,0.0215
VOX,p4,t2,s3,Qx,0.0205
VOX,p4,t2,s4,Qx,0.0217
VOX,p4,t2,s5,Qx,0.0154
VOX,p4,t2,s6,Qx,0.0235
VOX,p4,t2,s7,Qx,0.0195
VOX,p4,t2,s8,Qx,0.0316
WAVE,p4,t2,s1,Qy,0.1199
WAVE,p4,t2,s2,Qy,0.154
WAVE,p4,t2,s3,Qy,0.1389
WAVE,p4,t2,s4,Qy,0.1969
WAVE,p4,t2,s5,Qy,0.1441
WAVE,p4,t2,s6,Qy,0.1695
WAVE,p4,t2,s7,Qy,0.1381
WAVE,p4,t2,s8,Qy,0.2198
VOX,p4,t2,s1,Qy,0.0181
VOX,p4,t2,s2,Qy,0.0225
VOX,p4,t2,s3,Qy,0.0221
VOX,p4,t2,s4,Qy,0.025
VOX,p4,t2,s5,Qy,0.02
VOX,p4,t2,s6,Qy,0.0301
VOX,p4,t2,s7,Qy,0.0266
VOX,p4,t2,s8,Qy,0.0391
WAVE,p4,t2,s1,Qz,0.204
WAVE,p4,t2,s2,Qz,0.1761
WAVE,p4,t2,s3,Qz,0.1383
WAVE,p4,t2,s4,Qz,0.1807
WAVE,p4,t2,s5,Qz,0.1286
WAVE,p4,t2,s6,Qz,0.1609
WAVE,p4,t2,s7,Qz,0.1197
WAVE,p4,t2,s8,Qz,0.1988
VOX,p4,t2,s1,Qz,0.0123
VOX,p4,t2,s2,Qz,0.0183
VOX,p4,t2,s3,Qz,0.0176
VOX,p4,t2,s4,Qz,0.0174
VOX,p4,t2,s5,Qz,0.0125
VOX,p4,t2,s6,Qz,0.0165
VOX,p4,t2,s7,Qz,0.0135
VOX,p4,t2,s8,Qz,0.0197
WAVE,p4,t2,s1,pitch,0.0184
WAVE,p4,t2,s2,pitch,0.0348
WAVE,p4,t2,s3,pitch,0.0179
WAVE,p4,t2,s4,pitch,0.0186
WAVE,p4,t2,s5,pitch,0.018
WAVE,p4,t2,s6,pitch,0.0361
WAVE,p4,t2,s7,pitch,0.0254
WAVE,p4,t2,s8,pitch,0.0226
VOX,p4,t2,s1,pitch,0.0095
VOX,p4,t2,s2,pitch,0.0117
VOX,p4,t2,s3,pitch,0.0112
VOX,p4,t2,s4,pitch,0.0117
VOX,p4,t2,s5,pitch,0.0089
VOX,p4,t2,s6,pitch,0.0124
VOX,p4,t2,s7,pitch,0.0113
VOX,p4,t2,s8,pitch,0.0173
WAVE,p4,t2,s1,yaw,0.0385
WAVE,p4,t2,s2,yaw,0.0429
WAVE,p4,t2,s3,yaw,0.2983
WAVE,p4,t2,s4,yaw,0.4982
WAVE,p4,t2,s5,yaw,0.1027
WAVE,p4,t2,s6,yaw,0.0853
WAVE,p4,t2,s7,yaw,0.0166
WAVE,p4,t2,s8,yaw,0.0227
VOX,p4,t2,s1,yaw,0.2225
VOX,p4,t2,s2,yaw,0.0003
VOX,p4,t2,s3,yaw,0.1808
VOX,p4,t2,s4,yaw,0.0004
VOX,p4,t2,s5,yaw,0.2664
VOX,p4,t2,s6,yaw,0.0003
VOX,p4,t2,s7,yaw,0.2108
VOX,p4,t2,s8,yaw,0.0013
WAVE,p5,t2,s1,Qx,0.208
WAVE,p5,t2,s2,Qx,0.4421
WAVE,p5,t2,s3,Qx,0.1726
WAVE,p5,t2,s4,Qx,0.2395
WAVE,p5,t2,s5,Qx,0.1687
WAVE,p5,t2,s6,Qx,0.2613
WAVE,p5,t2,s7,Qx,0.3519
WAVE,p5,t2,s8,Qx,0.4882
VOX,p5,t2,s1,Qx,0.0396
VOX,p5,t2,s2,Qx,0.0457
VOX,p5,t2,s3,Qx,0.0422
VOX,p5,t2,s4,Qx,0.0418
VOX,p5,t2,s5,Qx,0.0332
VOX,p5,t2,s6,Qx,0.0451
VOX,p5,t2,s7,Qx,0.0429
VOX,p5,t2,s8,Qx,0.0633
WAVE,p5,t2,s1,Qy,0.2235
WAVE,p5,t2,s2,Qy,0.3488
WAVE,p5,t2,s3,Qy,0.2911
WAVE,p5,t2,s4,Qy,0.4025
WAVE,p5,t2,s5,Qy,0.2773
WAVE,p5,t2,s6,Qy,0.3148
WAVE,p5,t2,s7,Qy,0.2767
WAVE,p5,t2,s8,Qy,0.4627
VOX,p5,t2,s1,Qy,0.036
VOX,p5,t2,s2,Qy,0.0487
VOX,p5,t2,s3,Qy,0.0471
VOX,p5,t2,s4,Qy,0.0508
VOX,p5,t2,s5,Qy,0.0354
VOX,p5,t2,s6,Qy,0.0519
VOX,p5,t2,s7,Qy,0.0455
VOX,p5,t2,s8,Qy,0.0731
WAVE,p5,t2,s1,Qz,0.4354
WAVE,p5,t2,s2,Qz,0.3478
WAVE,p5,t2,s3,Qz,0.2482
WAVE,p5,t2,s4,Qz,0.3407
WAVE,p5,t2,s5,Qz,0.2566
WAVE,p5,t2,s6,Qz,0.3419
WAVE,p5,t2,s7,Qz,0.2493
WAVE,p5,t2,s8,Qz,0.473
VOX,p5,t2,s1,Qz,0.0247
VOX,p5,t2,s2,Qz,0.033
VOX,p5,t2,s3,Qz,0.0345
VOX,p5,t2,s4,Qz,0.031
VOX,p5,t2,s5,Qz,0.0242
VOX,p5,t2,s6,Qz,0.0301
VOX,p5,t2,s7,Qz,0.0255
VOX,p5,t2,s8,Qz,0.0384
WAVE,p5,t2,s1,pitch,0.0321
WAVE,p5,t2,s2,pitch,0.0518
WAVE,p5,t2,s3,pitch,0.032
WAVE,p5,t2,s4,pitch,0.0332
WAVE,p5,t2,s5,pitch,0.0311
WAVE,p5,t2,s6,pitch,0.0543
WAVE,p5,t2,s7,pitch,0.0365
WAVE,p5,t2,s8,pitch,0.032
VOX,p5,t2,s1,pitch,0.0185
VOX,p5,t2,s2,pitch,0.021
VOX,p5,t2,s3,pitch,0.0198
VOX,p5,t2,s4,pitch,0.0192
VOX,p5,t2,s5,pitch,0.0161
VOX,p5,t2,s6,pitch,0.021
VOX,p5,t2,s7,pitch,0.0216
VOX,p5,t2,s8,pitch,0.03
WAVE,p5,t2,s1,yaw,0.0667
WAVE,p5,t2,s2,yaw,0.0701
WAVE,p5,t2,s3,yaw,0.5293
WAVE,p5,t2,s4,yaw,0.9148
WAVE,p5,t2,s5,yaw,0.1956
WAVE,p5,t2,s6,yaw,0.1279
WAVE,p5,t2,s7,yaw,0.0272
WAVE,p5,t2,s8,yaw,0.0434
VOX,p5,t2,s1,yaw,0.4214
VOX,p5,t2,s2,yaw,0.0005
VOX,p5,t2,s3,yaw,0.3205
VOX,p5,t2,s4,yaw,0.0007
VOX,p5,t2,s5,yaw,0.4785
VOX,p5,t2,s6,yaw,0.0005
VOX,p5,t2,s7,yaw,0.3471
VOX,p5,t2,s8,yaw,0.0022
WAVE,p6,t2,s1,Qx,0.4803
WAVE,p6,t2,s2,Qx,1.0006
WAVE,p6,t2,s3,Qx,0.4069
WAVE,p6,t2,s4,Qx,0.558
WAVE,p6,t2,s5,Qx,0.3948
WAVE,p6,t2,s6,Qx,0.5629
WAVE,p6,t2,s7,Qx,0.8323
WAVE,p6,t2,s8,Qx,1.1356
VOX,p6,t2,s1,Qx,0.0721
VOX,p6,t2,s2,Qx,0.0863
VOX,p6,t2,s3,Qx,0.0793
VOX,p6,t2,s4,Qx,0.0849
VOX,p6,t2,s5,Qx,0.0698
VOX,p6,t2,s6,Qx,0.0937
VOX,p6,t2,s7,Qx,0.0848
VOX,p6,t2,s8,Qx,0.1137
WAVE,p6,t2,s1,Qy,0.4889
WAVE,p6,t2,s2,Qy,0.7222
WAVE,p6,t2,s3,Qy,0.6948
WAVE,p6,t2,s4,Qy,0.8352
WAVE,p6,t2,s5,Qy,0.6099
WAVE,p6,t2,s6,Qy,0.6285
WAVE,p6,t2,s7,Qy,0.69
WAVE,p6,t2,s8,Qy,0.9869
VOX,p6,t2,s1,Qy,0.072
VOX,p6,t2,s2,Qy,0.0866
VOX,p6,t2,s3,Qy,0.0783
VOX,p6,t2,s4,Qy,0.0864
VOX,p6,t2,s5,Qy,0.0793
VOX,p6,t2,s6,Qy,0.1007
VOX,p6,t2,s7,Qy,0.0792
VOX,p6,t2,s8,Qy,0.1158
WAVE,p6,t2,s1,Qz,0.8411
WAVE,p6,t2,s2,Qz,0.8098
WAVE,p6,t2,s3,Qz,0.5214
WAVE,p6,t2,s4,Qz,0.6957
WAVE,p6,t2,s5,Qz,0.6522
WAVE,p6,t2,s6,Qz,0.8256
WAVE,p6,t2,s7,Qz,0.6483
WAVE,p6,t2,s8,Qz,1.1035
VOX,p6,t2,s1,Qz,0.0551
VOX,p6,t2,s2,Qz,0.0585
VOX,p6,t2,s3,Qz,0.0625
VOX,p6,t2,s4,Qz,0.0583
VOX,p6,t2,s5,Qz,0.0465
VOX,p6,t2,s6,Qz,0.065
VOX,p6,t2,s7,Qz,0.0504
VOX,p6,t2,s8,Qz,0.0654
WAVE,p6,t2,s1,pitch,0.0496
WAVE,p6,t2,s2,pitch,0.092
WAVE,p6,t2,s3,pitch,0.0656
WAVE,p6,t2,s4,pitch,0.0536
WAVE,p6,t2,s5,pitch,0.0452
WAVE,p6,t2,s6,pitch,0.0848
WAVE,p6,t2,s7,pitch,0.0683
WAVE,p6,t2,s8,pitch,0.0525
VOX,p6,t2,s1,pitch,0.0279
VOX,p6,t2,s2,pitch,0.0343
VOX,p6,t2,s3,pitch,0.0315
VOX,p6,t2,s4,pitch,0.0334
VOX,p6,t2,s5,pitch,0.029
VOX,p6,t2,s6,pitch,0.0379
VOX,p6,t2,s7,pitch,0.0355
VOX,p6,t2,s8,pitch,0.0458
WAVE,p6,t2,s1,yaw,0.123
WAVE,p6,t2,s2,yaw,0.1242
WAVE,p6,t2,s3,yaw,0.9235
WAVE,p6,t2,s4,yaw,1.7773
WAVE,p6,t2,s5,yaw,0.3625
WAVE,p6,t2,s6,yaw,0.2244
WAVE,p6,t2,s7,yaw,0.0558
WAVE,p6,t2,s8,yaw,0.0836
VOX,p6,t2,s1,yaw,0.5619
VOX,p6,t2,s2,yaw,0.0006
VOX,p6,t2,s3,yaw,0.4643
VOX,p6,t2,s4,yaw,0.0012
VOX,p6,t2,s5,yaw,0.7206
VOX,p6,t2,s6,yaw,0.0011
VOX,p6,t2,s7,yaw,0.5833
VOX,p6,t2,s8,yaw,0.0029
WAVE,p7,t2,s1,Qx,0.2119
WAVE,p7,t2,s2,Qx,0.1196
WAVE,p7,t2,s3,Qx,0.0923
WAVE,p7,t2,s4,Qx,0.0695
WAVE,p7,t2,s5,Qx,0.0672
WAVE,p7,t2,s6,Qx,0.0191
WAVE,p7,t2,s7,Qx,0.0317
WAVE,p7,t2,s8,Qx,0.0363
VOX,p7,t2,s1,Qx,0.002
VOX,p7,t2,s2,Qx,0.0033
VOX,p7,t2,s3,Qx,0.005
VOX,p7,t2,s4,Qx,0.0061
VOX,p7,t2,s5,Qx,0.0075
VOX,p7,t2,s6,Qx,0.011
VOX,p7,t2,s7,Qx,0.014
VOX,p7,t2,s8,Qx,0.015
WAVE,p7,t2,s1,Qy,0.2119
WAVE,p7,t2,s2,Qy,0.0577
WAVE,p7,t2,s3,Qy,0.0565
WAVE,p7,t2,s4,Qy,0.0601
WAVE,p7,t2,s5,Qy,0.0717
WAVE,p7,t2,s6,Qy,0.0414
WAVE,p7,t2,s7,Qy,0.0135
WAVE,p7,t2,s8,Qy,0.0231
VOX,p7,t2,s1,Qy,0.0033
VOX,p7,t2,s2,Qy,0.006
VOX,p7,t2,s3,Qy,0.0076
VOX,p7,t2,s4,Qy,0.0091
VOX,p7,t2,s5,Qy,0.0099
VOX,p7,t2,s6,Qy,0.0158
VOX,p7,t2,s7,Qy,0.0189
VOX,p7,t2,s8,Qy,0.0191
WAVE,p7,t2,s1,Qz,0.2902
WAVE,p7,t2,s2,Qz,0.0826
WAVE,p7,t2,s3,Qz,0.0985
WAVE,p7,t2,s4,Qz,0.1228
WAVE,p7,t2,s5,Qz,0.0653
WAVE,p7,t2,s6,Qz,0.0405
WAVE,p7,t2,s7,Qz,0.0204
WAVE,p7,t2,s8,Qz,0.0529
VOX,p7,t2,s1,Qz,0.0025
VOX,p7,t2,s2,Qz,0.003
VOX,p7,t2,s3,Qz,0.005
VOX,p7,t2,s4,Qz,0.0041
VOX,p7,t2,s5,Qz,0.0062
VOX,p7,t2,s6,Qz,0.0074
VOX,p7,t2,s7,Qz,0.0113
VOX,p7,t2,s8,Qz,0.0098
WAVE,p7,t2,s1,pitch,0.089
WAVE,p7,t2,s2,pitch,0.0446
WAVE,p7,t2,s3,pitch,0.0734
WAVE,p7,t2,s4,pitch,0.0682
WAVE,p7,t2,s5,pitch,0.0536
WAVE,p7,t2,s6,pitch,0.0131
WAVE,p7,t2,s7,pitch,0.0203
WAVE,p7,t2,s8,pitch,0.0273
VOX,p7,t2,s1,pitch,0.0007
VOX,p7,t2,s2,pitch,0.001
VOX,p7,t2,s3,pitch,0.0015
VOX,p7,t2,s4,pitch,0.002
VOX,p7,t2,s5,pitch,0.0025
VOX,p7,t2,s6,pitch,0.0025
VOX,p7,t2,s7,pitch,0.0022
VOX,p7,t2,s8,pitch,0.0026
WAVE,p7,t2,s1,yaw,0.2302
WAVE,p7,t2,s2,yaw,0.0335
WAVE,p7,t2,s3,yaw,1.5872
WAVE,p7,t2,s4,yaw,0.002
WAVE,p7,t2,s5,yaw,0.3702
WAVE,p7,t2,s6,yaw,0.0445
WAVE,p7,t2,s7,yaw,0.0287
WAVE,p7,t2,s8,yaw,0.0411
VOX,p7,t2,s1,yaw,0.017
VOX,p7,t2,s2,yaw,0.0163
VOX,p7,t2,s3,yaw,0.0307
VOX,p7,t2,s4,yaw,0.0355
VOX,p7,t2,s5,yaw,0.0732
VOX,p7,t2,s6,yaw,0.0665
VOX,p7,t2,s7,yaw,0.027
VOX,p7,t2,s8,yaw,0.0277
WAVE,p8,t2,s1,Qx,0.883
WAVE,p8,t2,s2,Qx,0.3251
WAVE,p8,t2,s3,Qx,0.3023
WAVE,p8,t2,s4,Qx,0.198
WAVE,p8,t2,s5,Qx,0.2715
WAVE,p8,t2,s6,Qx,0.1544
WAVE,p8,t2,s7,Qx,0.1002
WAVE,p8,t2,s8,Qx,0.0765
VOX,p8,t2,s1,Qx,0.009
VOX,p8,t2,s2,Qx,0.0093
VOX,p8,t2,s3,Qx,0.0125
VOX,p8,t2,s4,Qx,0.0144
VOX,p8,t2,s5,Qx,0.0174
VOX,p8,t2,s6,Qx,0.0225
VOX,p8,t2,s7,Qx,0.0269
VOX,p8,t2,s8,Qx,0.0399
WAVE,p8,t2,s1,Qy,0.4904
WAVE,p8,t2,s2,Qy,0.1949
WAVE,p8,t2,s3,Qy,0.2214
WAVE,p8,t2,s4,Qy,0.1498
WAVE,p8,t2,s5,Qy,0.1416
WAVE,p8,t2,s6,Qy,0.1962
WAVE,p8,t2,s7,Qy,0.0531
WAVE,p8,t2,s8,Qy,0.0448
VOX,p8,t2,s1,Qy,0.0127
VOX,p8,t2,s2,Qy,0.0123
VOX,p8,t2,s3,Qy,0.0173
